id_ingredient,id_recipe,ingredient,quantity,unit
,5607,Parmesan,12.5,g
,5608,poireaux,0.5,
,5608,lardons,37.5,g
,5608,crème fraîche,0.25,petit pot
,5608,beurre,,
,5608,poivre,,
,5608,sel,,
,5608,tagliatelles,125.0,g
,5608,Parmesan,,
,5609,riz,62.5,g
,5609,cubes de bouillon,1.0,
,5609,beurre,,
,5609,escalope de poulet,0.5,
,5609,eau,0.5,l
,5609,viandox,,
,5609,Parmesan,,
,5610,aubergines,1.0,
,5610,lasagnes,2.0,feuilles
,5610,carotte,0.25,
,5610,oignon,0.25,
,5610,beurre,6.25,g
,5610,farine,6.25,g
,5610,bouillon de boeuf,12.5,cl
,5610,comté,37.5,g
,5610,huile d'olive,,
,5610,coulis de tomate,125.0,g
,5610,Parmesan,12.5,g
,5610,herbes de Provence,,
,5611,oignon jaune,83.33333333333333,g
,5611,beurre,0.3333333333333333,cuillères à café
,5611,poivre,,
,5611,riz rond,83.33333333333333,g
,5611,champignons de Paris,41.66666666666666,g
,5611,vin blanc sec,0.1666666666666666,dl
,5611,sauce soja,0.1666666666666666,cuillère à soupe
,5612,pâtes à lasagnes,0.125,paquet
,5612,tomate,0.25,boîte
,5612,purée de tomate,0.25,bouteille
,5612,oignon,0.25,
,5612,carotte,0.25,
,5612,huile d'olive,,
,5612,poivre,,
,5612,sel,,
,5612,boeuf haché,62.5,g
,5612,saucisse,37.5,g
,5612,céleri,0.25,branche
,5612,basilic,,
,5612,mozzarella,,
,5612,beurre,,
,5612,maïzena,,
,5612,lait,,
,5613,farine,41.66666666666666,g
,5613,aubergines,0.3333333333333333,
,5613,courgettes,0.3333333333333333,
,5613,oignons jaunes,0.3333333333333333,
,5613,tomate séchée,1.0,pièces
,5613,pesto,0.5,cuillères à café
,5613,oeufs,0.3333333333333333,
,5613,tomates pelées,83.33333333333333,g
,5613,viande hachée,66.66666666666667,g
,5613,mozzarella,0.1666666666666666,boule
,5613,crème fraîche allégée,0.5,cuillères à café
,5613,Condiments,,
,5614,fond de veau,2.0,cuillères à café
,5614,farfalle,250.0,g
,5614,steaks,1.0,
,5615,poivre,,
,5615,sel,,
,5615,coquille saint-jacques,100.0,g
,5615,champignons de Paris,50.0,g
,5615,tagliatelles,100.0,g
,5615,crème,,
,5615,échalote,,
,5615,ail,,
,5616,emmental,,
,5616,crème fraîche,0.1666666666666666,
,5616,bouillon,0.1666666666666666,cube
,5616,macaroni,83.33333333333333,g
,5617,oignon,0.5,
,5617,tomates,2.0,
,5617,huile d'olive,1.0,cuillères à soupe
,5617,poivre,,
,5617,curry,0.5,
,5617,crevettes,150.0,g
,5617,champignons de Paris,5.0,
,5617,riz pour risotto,87.5,g
,5617,beurre demi-sel,,
,5617,crème,0.5,cuillère à soupe
,5617,bouillon de volaille,0.5,
,5617,vin blanc,0.5,verre
,5617,basilic,0.25,
,5618,beurre,10.0,g
,5618,poireau,0.25,
,5618,curcuma,0.0625,cuillère à café
,5618,beurre,10.0,g
,5618,aneth,0.25,cuillère à café
,5618,poivre blanc,,
,5618,sel,,
,5618,saumon fumé,37.5,g
,5618,vin blanc,3.75,cl
,5618,bouillon de volaille,0.375,l
,5618,riz pour risotto,100.0,g
,5618,ail,0.5,gousses
,5618,Parmesan,10.0,g
,5618,citron,0.25,cuillère à café
,5619,lasagnes,0.25,paquet
,5619,oignon,0.25,
,5619,bouillon,0.25,
,5619,gruyère râpé,,
,5619,poivre,,
,5619,sel,,
,5619,beurre,,
,5619,tomates pelées,0.25,grande boîte
,5619,champignons de Paris,0.25,grande boîte
,5619,escalopes de poulet,1.0,
,5619,coulis de tomate,50.0,g
,5619,béchamel,,
,5619,herbes,,
,5620,courgette,0.25,
,5620,huile d'olive,,
,5620,poivre,,
,5620,sel,,
,5620,pâtes,125.0,g
,5620,ail,,
,5620,herbes,,
,5621,oignon,0.5,
,5621,beurre,25.0,g
,5621,huile d'olive,0.5,cuillère à soupe
,5621,sel,,
,5621,riz rond,150.0,g
,5621,Parmesan,20.0,g
,5621,eau,0.6,l
,5621,bouillon de volaille,0.5,
,5622,courgettes,1.0,
,5622,oignons,0.75,
,5622,thym,,
,5622,tomate,150.0,g
,5622,sel,,
,5622,viande hachée,87.5,g
,5622,ail,0.75,gousses
,5622,laurier,,
,5622,beurre,7.5,g
,5622,farine,7.5,g
,5622,lait,15.0,cl
,5623,tomates,0.5,
,5623,poivrons,0.5,
,5623,oignons,0.5,
,5623,persil,0.25,cuillère à café
,5623,fromage râpé,25.0,g
,5623,sucre,,
,5623,huile,,
,5623,poivre,,
,5623,sel,,
,5623,pâtes,125.0,g
,5623,jambon fumé,50.0,g
,5623,ail,0.5,gousses
,5623,concentré de tomates,0.5,cuillères à soupe
,5624,persil,1.0,cuillères à soupe
,5624,huile d'olive,1.0,cuillères à soupe
,5624,spaghetti,125.0,g
,5624,anchois,5.0,filets
,5624,ail,1.0,gousses
,5624,Parmesan,1.5,cuillères à soupe
,5625,cube de bouillon,0.1666666666666666,
,5625,riz,58.333333333333336,g
,5625,poulet,0.1666666666666666,
,5626,lardons,50.0,g
,5626,pâtes,100.0,g
,5626,champignon,125.0,g
,5626,boursin,0.5,
,5627,huile d'olive,1.25,cuillères à soupe
,5627,oignon,0.25,
,5627,poivre,0.25,pincée
,5627,sel,,
,5627,bouillon de légumes,0.25,dosette
,5627,champignons de Paris,100.0,g
,5627,dinde,100.0,g
,5627,risotto,75.0,g
,5627,crème liquide,5.0,cl
,5627,eau,18.75,cl
,5627,mozzarella,0.125,
,5628,lardons,0.25,boîte
,5628,gruyère râpé,0.25,sachet
,5628,brique,0.25,
,5628,tagliatelles fraîches,75.0,g
,5628,champignons de Paris,0.25,poignée
,5628,jaunes d'oeuf,1.0,
,5629,huile d'arachide,0.0625,l
,5629,oignons,0.25,
,5629,riz,0.1875,kg
,5629,carottes,0.375,
,5629,aubergine,0.125,
,5629,aubergine,0.125,
,5629,thiof,0.1875,kg
,5629,poisson,0.125,petit morceau
,5629,yet,0.125,petit morceau
,5629,concentré de tomates,15.625,g
,5629,ail,0.0625,
,5629,chou blanc,0.03125,
,5629,igname,0.125,
,5629,sel,,
,5629,poivre,,
,5629,feuilles de laurier,0.25,
,5629,petits piments,0.25,
,5629,jumbo,0.75,
,5629,persil,0.125,bouquet
,5629,poivre,,
,5629,petit piment,0.125,
,5629,ail,0.5,gousses
,5629,jumbo,0.125,
,5630,asperge,0.25,botte
,5630,beurre,12.5,g
,5630,oignon,0.25,
,5630,bouillon de légumes,0.25,l
,5630,sel,,
,5630,poivre blanc,,
,5630,riz pour risotto,75.0,g
,5630,vin blanc,3.75,cl
,5630,Parmesan,25.0,g
,5631,beurre,,
,5631,farine,,
,5631,diots,2.0,
,5631,vin blanc,25.0,cl
,5631,échalotes,1.5,
,5631,beaufort,0.5,morceau
,5631,crème fraîche épaisse,1.0,cuillères à soupe
,5631,crozet,75.0,g
,5632,huile d'olive,0.5,cuillères à soupe
,5632,brocoli,100.0,g
,5632,crème liquide,0.25,verre
,5632,ail,0.25,gousse
,5632,parmesan râpé,12.5,g
,5632,petit piment,0.125,
,5632,pâtes fraîches,62.5,g
,5632,vin blanc sec,0.25,verre
,5633,tomates,1.3333333333333333,
,5633,oignon,0.3333333333333333,
,5633,huile d'olive,1.3333333333333333,cuillères à soupe
,5633,piment,0.3333333333333333,
,5633,feuille de laurier,0.3333333333333333,
,5633,spaghetti,100.0,g
,5633,pancetta,83.33333333333333,g
,5634,riz,83.33333333333333,g
,5634,bouillons,0.8333333333333334,
,5634,tomate,,
,5634,oignons,0.5,
,5634,poivron vert,0.1666666666666666,
,5634,poireaux,0.3333333333333333,
,5634,carottes,0.3333333333333333,
,5634,poivre,,
,5634,huile d'olive,,
,5634,cuisses de poulet,0.6666666666666666,
,5634,chou blanc,0.0833333333333333,boule
,5635,huile d'olive,0.75,cuillères
,5635,piment,0.25,
,5635,ail,0.5,gousses
,5635,anchois,1.5,filets
,5635,tomates pelées,125.0,g
,5635,olives noires,31.25,g
,5635,câpres,0.5,cuillères
,5635,pâtes,125.0,g
,5636,sel,0.5,pincées
,5636,poivre,0.5,pincées
,5636,huile,0.5,cuillères à soupe
,5636,boeuf,100.0,g
,5636,sauce soja,0.25,cuillère à soupe
,5636,poivron,0.05,
,5636,nouilles,0.25,sachet
,5636,ail,0.25,gousse
,5636,blanc de poireau,0.0625,
,5636,oignon rouge,0.0625,
,5636,oeufs,1.0,
,5636,farine,0.25,cuillère à soupe
,5636,eau,1.625,cl
,5636,sauce d'huître,0.25,cuillère à soupe
,5636,sauce soja,0.5,cuillères à soupe
,5637,tomates,1.0,
,5637,huile d'olive,1.0,cuillères à soupe
,5637,poivre,,
,5637,sel,,
,5637,ail,1.0,gousses
,5637,basilic,1.6666666666666667,feuilles
,5637,spaghetti,66.66666666666667,g
,5637,Parmesan,,
,5638,oignon,25.0,g
,5638,lardons,50.0,g
,5638,poivre,,
,5638,sel,,
,5638,persil,,
,5638,beurre,7.5,g
,5638,farine,7.5,g
,5638,muscade,,
,5638,pâtes,37.5,g
,5638,champignon,0.125,boîte
,5638,gruyère,18.75,g
,5638,ail,0.125,gousse
,5638,lait,9.375,cl
,5639,crème fraîche épaisse,6.25,cl
,5639,beurre,6.25,g
,5639,poivre,,
,5639,penne,150.0,g
,5639,gorgonzola,50.0,g
,5639,basilic frais,0.25,bouquet
,5639,pignons,0.25,poignée
,5640,poivron vert,0.1666666666666666,
,5640,poivron rouge,0.1666666666666666,
,5640,oignon,0.1666666666666666,
,5640,riz,,
,5640,chorizo,0.1666666666666666,
,5640,olives vertes,0.1666666666666666,boîte
,5640,bouillon de volaille,0.1666666666666666,
,5641,lard fumé,100.0,g
,5641,crème fraîche,10.0,cl
,5641,poivre,,
,5641,sel,,
,5641,tabasco,,
,5641,ail,0.5,gousse
,5641,Parmesan,,
,5641,tomates pelées,0.5,boîte
,5641,basilic frais,,
,5643,farine,50.0,g
,5643,huile d'olive,0.25,filet
,5643,oeufs,0.5,
,5642,oignon,0.5,
,5642,comté,75.0,g
,5642,poivre,,
,5642,sel,,
,5642,muscade,,
,5642,beurre,,
,5642,canneloni,5.0,
,5642,épinards,75.0,g
,5642,ail,0.5,gousse
,5642,escalope de porc,75.0,g
,5642,oeuf,0.5,
,5642,coulis de tomate,,
,5644,riz,50.0,g
,5644,carotte,0.1666666666666666,
,5644,huile de sésame,0.1666666666666666,cuillère à soupe
,5644,sucre,1.6666666666666667,g
,5644,vinaigre de riz,0.1666666666666666,cuillère à café
,5644,sel,,
,5644,eau,58.333333333333336,ml
,5644,feuilles de nori,1.3333333333333333,
,5644,concombre,0.1666666666666666,
,5644,oeufs,0.3333333333333333,
,5644,thon,25.0,g
,5644,graines de sésame,0.3333333333333333,cuillères à soupe
,5644,mayonnaise,0.1666666666666666,cuillère à soupe
,5645,riz,150.0,g
,5645,fond de veau,250.0,ml
,5645,poivron rouge,50.0,g
,5645,carotte,25.0,g
,5645,sel,0.5,pincée
,5645,poivre,0.5,pincée
,5645,huile d'olive,0.5,cuillère à soupe
,5645,filet de poulet,150.0,g
,5648,curry,0.75,cuillères à soupe
,5648,crème fraîche,0.25,petit pot
,5648,poivre,,
,5648,sel,,
,5648,tagliatelles fraîches,125.0,g
,5648,raisins secs,1.0,cuillères à soupe
,5647,crème fraîche,0.75,cuillères
,5647,poivre,,
,5647,spaghetti,62.5,g
,5647,roquefort,25.0,g
,5647,ail,0.25,gousse
,5649,crème fraîche,0.25,pot
,5649,poivre,,
,5649,sel,,
,5649,huile d'olive,0.25,cuillère
,5649,gros sel,0.25,pincée
,5649,tagliatelles,100.0,g
,5649,thon,0.25,boîte
,5649,échalotes,0.5,
,5646,riz,0.5,verres
,5646,huile d'olive,,
,5646,beurre,,
,5646,oignon,0.1666666666666666,
,5646,vin blanc,0.3333333333333333,verres
,5646,Parmesan,,
,5646,bouillon de volaille,0.1666666666666666,l
,5646,oignon,0.1666666666666666,
,5646,huile d'olive,,
,5646,poivron rouge,0.1666666666666666,
,5646,poivron vert,0.1666666666666666,
,5646,poivron jaune,0.1666666666666666,
,5646,blancs de poulet,0.3333333333333333,
,5646,chorizo,0.1666666666666666,
,5646,petits pois,0.3333333333333333,poignées
,5650,courgettes,1.0,
,5650,maïzena,0.5,cuillère à soupe
,5650,lasagnes,2.5,plaques
,5650,gruyère râpé,15.0,g
,5650,sel,,
,5650,poivre,,
,5650,muscade,,
,5650,fromages de chèvre,2.5,
,5650,lait,12.5,cl
,5651,thym,,
,5651,huile d'olive,,
,5651,poivre,,
,5651,sel,,
,5651,piment,,
,5651,artichauts,2.5,
,5651,citrons,0.5,
,5651,ail,0.5,gousses
,5651,penne,125.0,g
,5651,vin blanc,3.75,cl
,5652,oignon,0.25,
,5652,tomates,1.0,
,5652,gruyère râpé,25.0,g
,5652,huile d'olive,,
,5652,poivre,,
,5652,sel,,
,5652,riz blanc,60.0,g
,5652,bouquet garni,0.25,
,5653,vermicelles,,
,5653,cube de bouillon,1.0,
,5653,persil,,
,5653,eau,60.0,cl
,5654,lardons,41.66666666666666,g
,5654,poivre,,
,5654,sel,,
,5654,spaghetti,83.33333333333333,g
,5654,oeufs,1.0,
,5654,Parmesan,,
,5655,beurre,12.5,g
,5655,farine,12.5,g
,5655,cube de bouillon,0.25,
,5655,gruyère râpé,5.0,g
,5655,poivre,,
,5655,sel,,
,5655,muscade,,
,5655,lait,150.0,ml
,5655,jambon,50.0,g
,5655,gruyère râpé,,
,5655,pâtes,75.0,g
,5655,saucisses de Francfort,0.75,
,5656,Fruits de mer,125.0,g
,5656,huile d'olive,0.5,cuillères à soupe
,5656,crème fraîche,0.5,cuillères à soupe
,5656,poivre,,
,5656,sel,,
,5656,riz pour risotto,100.0,g
,5656,échalotes,0.5,
,5656,eau,18.75,cl
,5656,vin blanc sec,6.25,cl
,5656,pulpe de tomate,0.25,petite boîte
,5656,fumet,1.0,cuillères à café
,5656,paprika,,
,5657,crème fraîche,6.25,cl
,5657,safran,0.5,pincées
,5657,farine,,
,5657,tagliatelles fraîches,125.0,g
,5657,crevettes,75.0,g
,5657,échalote,0.25,
,5659,aubergines,0.5,
,5659,tomates,0.5,
,5659,oignon,0.25,
,5659,sel,0.25,cuillère à soupe
,5659,huile d'olive,1.25,cl
,5659,vinaigre,0.5,cuillères à soupe
,5659,sucre,0.25,cuillère à soupe
,5659,penne,37.5,g
,5659,concentré de tomates,3.75,cl
,5659,mozzarella,62.5,g
,5659,ail,0.5,gousses
,5659,échalotes,1.0,
,5659,basilic,,feuille
,5660,huile d'olive,0.25,cuillère à soupe
,5660,oignon,0.125,
,5660,riz,0.25,verre
,5660,sel,1.0,cuillères à café
,5660,fromage râpé,7.5,g
,5660,potimarron,0.25,
,5660,boeuf haché,50.0,g
,5660,ail,0.5,gousses
,5660,champignons de Paris,30.0,g
,5661,huile d'olive,1.5,cuillères à soupe
,5661,persil,1.0,cuillères à soupe
,5661,beurre,12.5,g
,5661,poivre,,
,5661,sel,,
,5661,spaghetti,100.0,g
,5661,palourdes,10.0,
,5661,vin blanc sec,0.25,verre
,5661,ail,0.5,gousse
,5662,oignon,0.25,
,5662,tomate,0.25,
,5662,persil,,
,5662,palourde,0.25,kg
,5662,pâtes,100.0,g
,5662,vin blanc sec,0.25,verre
,5662,ail,0.5,gousses
,5663,lasagnes,0.1666666666666666,boîte
,5663,oignon,0.1666666666666666,
,5663,cube de bouillon,0.1666666666666666,
,5663,huile,,
,5663,fromage râpé,,
,5663,origan,,
,5663,poivre,,
,5663,sel,,
,5663,viande hachée,100.0,g
,5663,tomates pelées,50.0,g
,5663,champignon,12.5,g
,5663,ail,0.1666666666666666,gousse
,5663,béchamel,,
,5664,pesto,0.25,pot
,5664,crème fraîche,7.5,cl
,5664,poivre,,
,5664,sel,,
,5664,huile d'olive,,
,5664,penne,125.0,g
,5664,blanc de poulet,100.0,g
,5665,riz,62.5,g
,5665,huile,0.75,cuillères à soupe
,5665,bouillon,12.5,cl
,5665,poivre,,
,5665,sel,,
,5666,oignon,0.3333333333333333,
,5666,sel,,
,5666,poivre,,
,5666,pâtes,133.33333333333334,g
,5666,steaks,1.0,
,5666,brique,0.3333333333333333,
,5667,lasagnes,,
,5667,poivron rouge,0.1666666666666666,
,5667,oignon,0.1666666666666666,
,5667,sauce tomate,0.1666666666666666,pot
,5667,crème fraîche,0.1666666666666666,petit pot
,5667,gruyère râpé,,
,5667,poivre,,
,5667,sel,,
,5667,ail,0.1666666666666666,gousse
,5667,champignon,0.1666666666666666,petite boîte
,5667,thon,0.1666666666666666,grosse boîte
,5667,herbes de Provence,,
,5668,oignon,0.1666666666666666,
,5668,crème fraîche épaisse,8.333333333333334,cl
,5668,poivre,,
,5668,sel,,
,5668,saumon fumé,0.6666666666666666,tranches
,5668,pâtes,0.1666666666666666,kg
,5668,crème fraîche liquide,3.333333333333333,cl
,5668,ciboulette,0.1666666666666666,botte
,5669,huile d'olive,,
,5669,poivre,,
,5669,pâtes fraîches,,
,5669,champignon,,
,5669,crème liquide,,
,5670,lasagnes,3.0,feuilles
,5670,bouillon de légumes,10.0,cl
,5670,tomates,1.25,
,5670,gruyère râpé,37.5,g
,5670,oignon,,
,5670,chair à saucisse,125.0,g
,5670,crème fraîche liquide,10.0,cl
,5670,champignon,0.25,petite boîte
,5670,brique,0.125,
,5670,ail,,
,5670,basilic,,
,5671,oignon,0.25,
,5671,cube de bouillon,0.25,
,5671,poivre,,
,5671,sel,,
,5671,huile d'olive,0.5,cuillères à soupe
,5671,viande hachée,100.0,g
,5671,riz basmati,87.5,g
,5671,eau,10.0,cl
,5671,herbes de Provence,0.25,cuillère à café
,5672,pâtes à lasagnes,0.75,feuilles
,5672,gruyère râpé,18.75,g
,5672,muscade,,pincée
,5672,sel,,
,5672,poivre,,
,5672,huile d'olive,,
,5672,épinards,0.1875,kg
,5672,saumon fumé,50.0,g
,5672,mozzarella,0.125,boule
,5672,ricotta,31.25,g
,5672,eau,0.75,cuillères à soupe
,5673,oignon,0.25,
,5673,carotte,0.25,
,5673,tomate,0.25,
,5673,vin rouge,12.5,cl
,5673,sucre,0.25,cuillère à soupe
,5673,huile d'olive,,
,5673,poivre,,
,5673,sel,,
,5673,vinaigre balsamique,,
,5673,fromage râpé,,
,5673,canneloni,0.25,boîte
,5673,céleri,0.5,branches
,5673,ail,0.5,gousses
,5673,tomates pelées,0.25,boîte
,5673,viande hachée,62.5,g
,5673,beurre,12.5,g
,5673,farine,12.5,g
,5673,poivre,,
,5673,sel,,
,5673,muscade,,
,5673,lait,12.5,cl
,5674,persil,,
,5674,oignon,0.5,
,5674,huile d'olive,0.5,cuillère à soupe
,5674,poivre,,
,5674,sel,,
,5674,muscade,,
,5674,spaghetti,50.0,g
,5674,champignons de Paris,2.0,
,5674,oeufs,1.0,
,5674,lait,,
,5674,fromage,25.0,g
,5675,riz,75.0,g
,5675,huile d'olive,1.0,cuillères
,5675,oignon,0.125,
,5675,courgettes,0.5,
,5675,bouillon,0.25,l
,5675,safran,0.25,sachet
,5675,parmesan râpé,25.0,g
,5675,vin blanc sec,0.25,verre
,5676,huile d'olive,1.0,cuillères à soupe
,5676,sel,0.5,pincée
,5676,poivre,0.5,pincée
,5676,penne,100.0,g
,5676,ricotta,75.0,g
,5676,épinards,100.0,g
,5677,crème fraîche,6.25,cl
,5677,oignon,0.25,
,5677,curry,0.5,cuillères à café
,5677,gingembre,,
,5677,sel,,
,5677,huile,,
,5677,quinoa,0.5,verres
,5677,eau,1.25,verres
,5677,ail,0.25,gousse
,5678,huile d'olive,,
,5678,linguine,125.0,g
,5678,asperge verte,0.25,botte
,5678,lard fumé,37.5,g
,5678,Parmesan,12.5,g
,5678,basilic,0.5,brins
,5678,sel et poivre,,
,5679,riz,100.0,g
,5679,oignons,0.75,
,5679,sel,0.25,pincée
,5679,poivre,0.25,pincée
,5679,oignon,0.25,cuillère à soupe
,5679,piment,0.25,pincée
,5679,concentré de tomates,18.75,g
,5679,paprika,0.25,cuillère à café
,5679,ail,0.25,cuillère à café
,5680,crème fraîche,6.25,cl
,5680,gruyère râpé,50.0,g
,5680,escalopes de poulet,1.0,
,5680,pâtes,62.5,g
,5680,champignons de Paris,57.5,g
,5681,reblochon,0.1666666666666666,
,5681,lardons,33.333333333333336,g
,5681,oignons,0.5,
,5681,poivre,,
,5681,sel,,
,5681,crozet,66.66666666666667,g
,5681,champignon,0.1666666666666666,boîte
,5681,crème fleurette,,
,5681,vin blanc,0.3333333333333333,verres
,5682,riz,75.0,g
,5682,sel,0.25,pincée
,5682,poivre,0.25,pincée
,5682,curry,0.25,cuillère à café
,5682,filets de poulet,0.5,
,5682,champignons de Paris,1.25,
,5682,crème fraîche liquide,6.25,cl
,5683,lasagnes,1.6666666666666667,feuilles
,5683,poireau,133.33333333333334,g
,5683,ricotta,83.33333333333333,g
,5683,Parmesan,6.666666666666667,g
,5683,oeufs,0.3333333333333333,
,5684,piment,0.25,
,5684,persil,0.5,cuillères
,5684,huile d'olive,1.0,cuillères
,5684,poivre,,
,5684,sel,,
,5684,spaghetti,125.0,g
,5684,coques,0.625,kg
,5684,ail,0.25,gousse
,5685,polenta,50.0,g
,5685,sel,0.25,cuillère à café
,5685,comté,50.0,g
,5685,crème fraîche,62.5,ml
,5685,lait,0.25,l
,5685,oeufs,1.0,
,5685,Parmesan,25.0,g
,5686,oignon,0.25,
,5686,gingembre,0.25,cuillère à café
,5686,curry,0.25,cuillère à café
,5686,huile,,
,5686,poivre,,
,5686,sel,,
,5686,poisson,1.0,filets
,5686,ail,0.5,gousses
,5686,sauce soja,0.5,cuillères à soupe
,5686,lait de coco,1.0,cuillères à soupe
,5686,citron,0.125,
,5687,pâtes à lasagnes,,
,5687,gruyère râpé,,
,5687,aneth,,
,5687,oignon,,
,5687,épinards,175.0,g
,5687,saumon frais,0.25,portion
,5687,béchamel,,
,5687,vin blanc,,
,5687,citron,,
,5688,lardons,100.0,g
,5688,oignon,0.25,
,5688,sauce tomate,5.0,cl
,5688,huile d'olive,,
,5688,cube de bouillon,0.25,
,5688,origan,,
,5688,sel,,
,5688,poivre,,
,5688,penne,175.0,g
,5689,beurre,12.5,g
,5689,crème fraîche épaisse,50.0,g
,5689,piment,0.25,
,5689,penne,100.0,g
,5689,Parmesan,12.5,g
,5689,vodka,1.0,cuillères à soupe
,5689,concentré de tomates,0.5,cuillères à soupe
,5690,riz,30.0,g
,5690,lardons,25.0,g
,5690,farine,6.25,g
,5690,beurre,12.5,g
,5690,oeufs,1.0,
,5690,gruyère,15.0,g
,5690,lait,6.25,cl
,5692,oignons,0.5,
,5692,carottes,0.5,
,5692,coriandre,0.125,cuillère à café
,5692,cumin en poudre,0.125,cuillère à café
,5692,cardamome,0.125,cuillère à café
,5692,sel,,
,5692,huile,25.0,g
,5692,sucre,0.25,cuillère à soupe
,5692,riz basmati,50.0,g
,5692,filet de poulet,75.0,g
,5692,raisins secs,10.0,g
,5692,cannelle,0.125,cuillère à café
,5692,ail,0.25,gousse
,5692,eau,50.0,g
,5691,crème fraîche,0.75,cuillères à soupe
,5691,poivre,,
,5691,sel,,
,5691,jambon,0.5,tranches
,5691,fromage râpé,,
,5691,pâtes,62.5,g
,5691,mozzarella,0.25,boule
,5691,ail,0.75,gousses
,5691,ciboulette,,
,5693,emmental,37.5,g
,5693,crème fraîche,10.0,cl
,5693,poivre,,
,5693,sel,,
,5693,macaroni,100.0,g
,5693,Parmesan,12.5,g
,5693,mozzarella,50.0,g
,5694,courgette,0.3333333333333333,
,5694,poivron rouge,0.0833333333333333,
,5694,gingembre,,
,5694,huile d'olive,,
,5694,nouilles chinoises,,
,5694,brocoli,0.3333333333333333,
,5694,ail,0.3333333333333333,gousse
,5694,échalote,0.3333333333333333,
,5694,sauce soja,,
,5695,lardons,22.5,g
,5695,crème fraîche,3.75,cl
,5695,torsades,87.5,g
,5695,oeuf,0.25,
,5695,Parmesan,12.5,g
,5695,sel et poivre,,
,5696,courgettes,0.75,
,5696,lasagnes,,plaque
,5696,huile d'olive,,
,5696,gros sel,,
,5696,sel,,
,5696,poivre,,
,5696,aneth,,
,5696,beurre,12.5,g
,5696,farine,12.5,g
,5696,fromage râpé,,
,5696,saumon,0.5,pavés
,5696,lait,0.1875,l
,5697,gingembre,,
,5697,coriandre,0.25,beau bouquet
,5697,ramen,,
,5697,chou chinois,,
,5697,échalotes,0.5,
,5697,oignon nouveau,0.25,bouquet
,5697,oeuf,0.25,
,5697,sauce soja,,
,5697,sauce pimentée,,
,5697,canard,0.5,cubes
,5698,lasagnes,,plaque
,5698,sauce tomate,0.5,pots
,5698,crème fraîche,0.5,cuillères à soupe
,5698,moutarde,0.5,cuillères à soupe
,5698,gruyère râpé,,
,5698,poivre,,
,5698,sel,,
,5698,poisson,125.0,g
,5698,boursin,0.25,pot
,5699,lardons fumés,50.0,g
,5699,mascarpone,83.33333333333333,g
,5699,macaroni,133.33333333333334,g
,5700,poivrons,0.3333333333333333,
,5700,poivre,,
,5700,sel,,
,5700,oignon,0.1666666666666666,
,5700,riz,0.5,verres
,5700,chorizo,0.1666666666666666,
,5700,porc,50.0,g
,5701,oignon,0.25,
,5701,carottes,0.5,
,5701,riz,100.0,g
,5701,safran,,
,5701,huile d'olive,,
,5701,bouillon de poule,,
,5701,vin blanc sec,0.25,dl
,5702,lasagnes,3.333333333333333,plaques
,5702,oignons,0.3333333333333333,
,5702,persil,0.0833333333333333,bouquet
,5702,farine,8.333333333333334,g
,5702,beurre,8.333333333333334,g
,5702,poivre,,
,5702,sel,,
,5702,viande hachée,100.0,g
,5702,ail,0.1666666666666666,gousse
,5702,coulis de tomate,11.666666666666666,g
,5702,lait,0.0833333333333333,l
,5702,parmesan râpé,8.333333333333334,g
,5703,crème fraîche,5.0,cl
,5703,oignon,0.25,
,5703,beurre,2.5,g
,5703,riz,75.0,g
,5703,poivre,,
,5703,sel,,
,5703,filets de poulet,1.0,
,5703,champignons de Paris,125.0,g
,5704,jambon blanc,50.0,g
,5704,bouillon de légumes,100.0,ml
,5704,beurre doux,7.5,g
,5704,coquillettes,110.0,g
,5704,parmesan râpé,30.0,g
,5704,champignon frais,50.0,g
,5704,beurre salé,12.5,g
,5704,ciboulette,0.5,botte
,5705,sel,,
,5705,poivre,,
,5705,huile d'olive,,
,5705,pâtes,100.0,g
,5705,maïs,50.0,g
,5705,oeufs,1.5,
,5705,pignons,7.5,g
,5705,basilic,,
,5705,Parmesan,,
,5706,persil,,
,5706,poivre,,
,5706,sel,,
,5706,huile,,
,5706,huile d'olive,,
,5706,basilic,,
,5706,oignon,0.1666666666666666,
,5706,muscade,,
,5706,piment,,
,5706,beurre,,
,5706,canneloni,41.66666666666666,g
,5706,boeuf,83.33333333333333,g
,5706,veau,41.66666666666666,g
,5706,porc,25.0,g
,5706,oeufs,0.3333333333333333,
,5706,ail,0.6666666666666666,gousses
,5706,Parmesan,0.3333333333333333,cuillères à soupe
,5706,biscottes,0.6666666666666666,
,5706,sauce tomate,33.333333333333336,g
,5706,oignon,0.1666666666666666,
,5706,sucre,0.1666666666666666,morceau
,5706,gruyère râpé,11.666666666666666,g
,5706,beurre,,
,5706,tomates pelées,83.33333333333333,g
,5706,ail,0.5,gousses
,5706,Parmesan,0.3333333333333333,cuillères à soupe
,5707,riz,87.5,g
,5707,bouillon,0.125,
,5707,beurre,10.0,g
,5707,persil,0.25,cuillère
,5707,potiron,125.0,g
,5707,oignon blanc,0.25,
,5707,lait,0.25,verre
,5707,Parmesan,,
,5708,riz,50.0,g
,5708,lardons,25.0,g
,5708,oignon,0.25,
,5708,huile de tournesol,0.75,cuillères à soupe
,5708,petits pois,25.0,g
,5708,oeufs,0.5,
,5709,carottes,1.0,
,5709,poireau,0.5,
