id_ingredient,id_recipe,ingredient,quantity,unit
,4,poivron rouge,0.5,
,4,poivron vert,0.5,
,4,oignon,0.5,
,4,coriandre,,
,4,cumin,0.5,cuillère à soupe
,4,huile,,
,4,blancs de poulet,1.0,
,4,sucre en poudre,0.5,cuillère à soupe
,4,citron,,
,4,ail,,
,4,sauce soja,,
,4,cannelle,0.5,cuillère à café
,2,quatre-épices,0.3,pincées
,2,sel,1.5,g
,2,poivre,0.1,pincée
,2,foie,0.2,
,2,paprika,0.2,pincées
,2,Sauternes,0.05,verre
,3,carottes,0.25,
,3,oignons,0.25,
,3,romarin,0.125,brin
,3,huile d'olive,0.125,cuillère à soupe
,3,beurre,3.75,g
,3,farine,,
,3,gros sel,,
,3,épaule,0.1875,kg
,3,bourgogne,0.125,bouteille
,3,champignon,0.125,petite boîte
,3,sauge,0.75,feuilles
,3,bouquet garni,0.125,
,3,marc,0.125,cuillère à soupe
,1,carottes,0.5,
,1,oignon jaune,0.25,
,1,bouillon de légumes,0.25,cube
,1,crème fraîche,0.25,petit pot
,1,farine,0.5,cuillères à soupe
,1,beurre doux,2.5,g
,1,blanquette de veau,0.25,kg
,1,champignon,0.25,petite boîte
,1,bouillon de poule,0.25,cube
,1,vin blanc,6.25,cl
,1,jaunes d'oeuf,0.5,
,1,jus de citron,0.25,cuillère à café
,1,sel et poivre,,
,5,vin rouge,0.25,bouteille
,5,sucre,25.0,g
,5,maïzena,0.25,cuillère à café
,5,miel,,
,5,poivre,,
,5,sel,,
,5,clous de girofle,0.5,
,5,Magrets de Canard,0.5,
,5,poires,0.5,
,5,sirop de cassis,2.5,cl
,5,lait,2.5,cl
,5,cannelle,,
,6,oignons,0.2,
,6,huile,,
,6,chevreuil,0.1,
,6,concentré de tomates,0.1,boîte
,6,vin blanc sec,6.0,cl
,6,madère,,
,7,carottes,0.5,
,7,oignon jaune,0.25,
,7,crème fraîche,0.25,petit pot
,7,farine,,
,7,sel,,
,7,poivre,,
,7,bouillon de légumes,0.25,
,7,blanquette de veau,0.25,kg
,7,bouillon de poule,0.25,
,7,champignon,0.25,petite boîte
,7,citron,,
,7,jaune d'oeuf,0.25,
,7,vin blanc,6.25,cl
,8,oignons,0.25,
,8,tomates cerise,0.125,poignée
,8,feuille de laurier,,
,8,sel,0.125,petite poignée
,8,poivre,,
,8,poulet,0.125,
,8,ail,0.375,gousses
,8,jus de citron,0.125,cl
,8,bouillon de volaille,0.125,
,9,huile d'olive,1.0,cuillères à soupe
,9,poivre,0.5,
,9,sel,0.5,
,9,thym,0.5,
,9,rôti de boeuf,200.0,g
,9,ail,0.5,gousse
,9,eau,6.0,cl
,10,bouillon de légumes,0.25,
,10,crème fraîche,10.0,cl
,10,moutarde,,
,10,huile d'olive,,
,10,beurre,,
,10,filet mignon,0.25,
,10,vin blanc sec,6.25,cl
,10,champignon,125.0,g
,12,lardons,16.666666666666668,g
,12,beurre,8.333333333333334,g
,12,vin rouge,0.1111111166666666,l
,12,oignons,0.3333333333333333,
,12,farine,0.3333333333333333,cuillères à soupe
,12,sel,,
,12,poivre,,
,12,boeuf,133.33333333333334,g
,12,ail,0.1666666666666666,gousse
,12,bouquet garni,0.1666666666666666,
,12,champignons de Paris,41.66666666666666,g
,11,beurre,6.25,g
,11,poivre,,
,11,sel,,
,11,huile d'olive,0.25,filet
,11,rôti de porc,0.25,
,11,ail,0.25,gousse
,11,eau,1.25,cl
,13,oignon,0.25,
,13,thym,0.25,cuillère à café
,13,feuilles de laurier,0.5,
,13,clou de girofle,0.25,
,13,huile d'olive,0.25,cuillère à soupe
,13,cuisses de poulet,1.0,
,13,eau,12.5,cl
,13,ail,0.25,gousse
,13,bouillon de volaille,0.25,
,13,genièvre,0.75,
,14,huile de tournesol,,
,14,sel,,
,14,poivre,,
,14,rôti de veau,0.1666666666666666,
,14,ail,0.6666666666666666,gousses
,14,champignons de Paris,0.1666666666666666,boîte
,15,huile d'olive,0.5,cuillère à soupe
,15,fond de veau,1.0,cuillères à soupe
,15,moutarde de Dijon,0.5,cuillère à soupe
,15,vinaigre balsamique,0.5,cuillère à soupe
,15,paupiettes de veau,2.0,
,15,ail,0.5,gousse
,15,vin blanc,6.25,cl
,15,eau,6.25,cl
,16,oignons,0.5,
,16,carottes,0.75,
,16,beurre,7.5,g
,16,huile d'olive,0.5,cuillères à soupe
,16,crème fraîche épaisse,5.0,cl
,16,moutarde,0.5,cuillères à soupe
,16,farine,0.5,cuillères à soupe
,16,sauté de porc,0.25,kg
,16,vin blanc,6.25,cl
,16,eau,6.25,cl
,17,romarin,0.3333333333333333,branches
,17,gros sel,0.1666666666666666,cuillère à soupe
,17,gigot d'agneau,0.1666666666666666,
,17,ail,0.3333333333333333,gousses
,17,graisse d'oie,,
,17,ail,,
,18,côte de boeuf,0.1666666666666666,
,18,huile,,
,18,fleur de sel,,
,18,poivre,,
,18,thym,0.8333333333333334,brins
,19,beurre,12.5,g
,19,sel,,
,19,poivre,,
,19,poulet,0.25,
,19,herbes de Provence,,
,19,pommes de terre,5.0,
,20,huile,2.5,cl
,20,tomates concassées,0.25,boîte de 400 g
,20,carotte,50.0,g
,20,oignon,25.0,g
,20,farine,,
,20,poivre,,
,20,sel,,
,20,jarret de veau,1.0,tranches
,20,ail,0.75,gousses
,20,vin blanc sec,5.0,cl
,20,bouquet garni,0.25,
,21,gros sel,0.25,pincée
,21,Magrets de Canard,0.75,
,21,poivre en grains,,
,22,gingembre,0.25,cuillère à café
,22,curry,,
,22,oignons jaunes,0.5,
,22,escalopes de poulet,1.0,
,22,lait de coco,,
,22,champignons de Paris,,
,23,moutarde à l'ancienne,0.1666666666666666,pot
,23,beurre,8.333333333333334,g
,23,huile d'olive,0.6666666666666666,cuillères
,23,thym,0.3333333333333333,branches
,23,sel,,
,23,poivre,,
,23,filets mignons,0.3333333333333333,
,23,pomme de terre,0.3333333333333333,kg
,23,laurier,0.3333333333333333,branches
,25,vinaigre d'alcool,3.333333333333333,cl
,25,oignon,0.1666666666666666,
,25,bouillons,0.3333333333333333,
,25,thym,0.1666666666666666,branche
,25,feuilles de laurier,0.8333333333333334,
,25,sel,,
,25,poivre,,
,25,beurre,8.333333333333334,g
,25,oignon,0.1666666666666666,
,25,farine,0.5,cuillères à soupe
,25,langue,0.1666666666666666,
,25,cornichons,16.666666666666668,g
,25,patrelle,0.1666666666666666,cuillère à café
,24,oignon,0.25,
,24,huile d'olive,0.25,cuillère à soupe
,24,curry,0.25,cuillère à café
,24,crème fraîche épaisse,2.5,cl
,24,sel,,
,24,poivre,,
,24,filets de poulet,1.0,
,24,ail,,
,24,sauce soja,1.0,cuillères à soupe
,24,ciboulette,1.0,brins
,26,tomate,0.1666666666666666,kg
,26,poivron,116.66666666666669,g
,26,oignons,0.5,
,26,huile d'olive,1.0,cuillères à soupe
,26,sel,,
,26,poivre,,
,26,poulet,0.1666666666666666,
,26,ail,0.5,gousses
,26,vin blanc,3.333333333333333,cl
,26,bouquet garni,0.1666666666666666,
,27,harissa,,
,27,huile d'olive,1.25,cl
,27,fleur de sel,,
,27,poivre,,
,27,thym,,
,27,romarin,,
,27,épaule d'agneau,0.375,kg
,27,échalotes,3.0,
,27,ail,2.0,gousses
,28,huile d'olive,,
,28,fond de veau,,
,28,porc,0.25,
,28,pomme de terre,0.25,kg
,30,lardons,0.25,poignée
,30,oignons,0.5,
,30,carottes,0.5,
,30,clous de girofle,0.5,
,30,bouillon,0.25,
,30,maïzena,0.5,cuillères à soupe
,30,huile d'olive,0.5,cuillères à soupe
,30,vin rouge,12.5,cl
,30,joue,0.375,
,30,champignons de Paris,50.0,g
,30,bouquet garni,0.25,
,30,ail,0.25,gousse
,29,oignon,0.125,
,29,saucisses de Morteau,0.25,
,29,saucisses de Montbéliard,0.375,
,29,huile d'olive,0.25,cuillères à soupe
,29,poivre,,
,29,sel,,
,29,chou,0.125,
,29,pommes de terre,1.0,
,29,rôti de porc,0.125,
,29,lardons fumés,0.125,barquette
,29,bouquets garnis,0.25,
,29,crème,2.5,cl
,31,beurre,,
,31,huile,,
,31,oignons,0.5,
,31,lardons,62.5,g
,31,miel,0.25,cuillère à soupe
,31,bière,8.25,cl
,31,poivre,,
,31,sel,,
,31,joue de porc,0.25,kg
,32,thym,1.5,branches
,32,huile d'olive,2.5,cuillères à soupe
,32,miel,1.0,cuillères à soupe
,32,poivre,,
,32,sel,,
,32,souris d'agneau,1.0,
,32,ail,0.25,
,34,beurre,4.166666666666667,g
,34,feuilles de laurier,0.5,
,34,thym,,
,34,sel,,
,34,poivre,,
,34,rôti de porc,0.1666666666666666,
,34,échalotes,0.5,
,34,ail,0.8333333333333334,gousses
,34,vin blanc,4.166666666666667,cl
,34,eau,8.333333333333334,cl
,33,lentilles corail,50.0,g
,33,tomate,0.25,
,33,oignon,0.25,
,33,huile,,
,33,piment,0.25,
,33,curry,,
,33,poivre,,
,33,sel,,
,33,coriandre,,
,33,ail,0.5,gousses
,33,"Riz, céréales",,
,35,beurre,10.0,g
,35,boudin noir,125.0,g
,35,pommes,1.5,
,35,citron,0.5,
,37,moutarde de Dijon,0.5,cuillère à café
,37,oignon,0.5,cuillère à soupe
,37,tabasco,1.5,gouttes
,37,poivre,1.0,tours de moulin
,37,sel,1.0,pincées
,37,huile d'olive,1.0,cuillères à soupe
,37,persil,0.5,cuillère à café
,37,boeuf,125.0,g
,37,jaune d'oeuf,0.5,
,37,câpres,0.5,cuillère à soupe
,37,sauce worcestershire,0.5,cuillère à café
,37,ketchup,0.5,cuillère à soupe
,36,vinaigre,0.25,cuillère à soupe
,36,coriandre,0.25,cuillère à café
,36,échalote,0.25,
,36,ail,1.0,gousses
,36,épices à colombo,0.25,cuillère à soupe
,36,oignon,0.25,
,36,aubergine,0.25,
,36,courgette,0.25,
,36,thym,0.75,cuillères à soupe
,36,persil,0.5,cuillères à soupe
,36,piment de Cayenne,0.25,cuillère à soupe
,36,poivre,,
,36,sel,,
,36,cuisses de poulet,1.0,
,36,ail,0.25,gousse
,36,pommes de terre,0.75,
,36,épices à colombo,0.5,cuillères à soupe
,36,jus de citron,,
,36,lait de coco,3.75,cl
,38,moutarde de Dijon,0.1666666666666666,cuillère à soupe
,38,miel,0.3333333333333333,cuillères à soupe
,38,poivre,,
,38,sel,,
,38,oignons,0.3333333333333333,
,38,rôti de porc,0.1666666666666666,
,38,ail,0.1666666666666666,gousse
,38,bouillon de volaille,4.166666666666667,cl
,39,saucisses de Montbéliard,0.6666666666666666,
,39,carottes,0.3333333333333333,
,39,oignons,0.3333333333333333,
,39,clou de girofle,,
,39,poivre,,
,39,sel,,
,39,petit salé,0.1666666666666666,kg
,39,lentilles vertes,100.0,g
,39,bouquet garni,0.1666666666666666,
,40,beurre tendre,6.666666666666667,g
,40,poivre,,
,40,sel,,
,40,Rosbif,0.1666666666666666,
,40,ail,0.1666666666666666,gousse
,41,oignons jaunes,0.5,
,41,curry,,
,41,cumin,,
,41,piment,,
,41,poivre,,
,41,sel,,
,41,blancs de poulet,1.0,
,41,crème fraîche allégée,0.25,pot
,42,lardons,37.5,g
,42,huile d'olive,,
,42,thym,,
,42,oignon,0.25,
,42,chou,0.25,
,42,chipolata,1.0,
,42,lard,,
,42,échalote,0.25,
,44,cubes de bouillon,0.5,
,44,gingembre,0.25,cuillère à soupe
,44,sucre,7.5,morceaux
,44,oignon jaune,0.25,
,44,filet mignon,0.25,
,44,eau,12.5,cl
,44,mélange 4 épices,0.25,cuillère à soupe
,44,sauce soja,0.75,cuillères à soupe
,44,eau,1.25,cl
,45,pois chiches,50.0,g
,45,oignon,0.25,
,45,persil,0.25,bouquet
,45,farine,0.75,cuillères à soupe
,45,cumin en poudre,0.25,cuillère à café
,45,coriandre,0.25,cuillère à café
,45,sel,,
,45,huile de friture,,
,45,fèves,125.0,g
,45,ail,0.5,gousses
,45,paprika,0.25,cuillère à café
,45,basilic frais,0.75,cuillères à soupe
,46,oignons,0.3333333333333333,
,46,huile d'olive,,
,46,fond de veau,,
,46,crème fraîche épaisse,,
,46,poivre,,
,46,sel,,
,46,ris de veau,0.1666666666666666,kg
,46,bouillon de volaille,0.1666666666666666,
,46,champignon,50.0,g
,47,beurre,6.666666666666667,g
,47,oignon,0.1666666666666666,
,47,poivre,,
,47,sel,,
,47,fond de veau,1.0,cuillères à café
,47,rôti de veau,0.1666666666666666,
,47,vin blanc,0.1666666666666666,verre
,47,herbes de Provence,0.1666666666666666,cuillère à soupe
,47,basilic,0.1666666666666666,cuillère à soupe
,47,champignons de Paris,83.33333333333333,g
,48,oignons,0.3333333333333333,
,48,carotte,0.3333333333333333,kg
,48,poivre,,
,48,sel,,
,48,ail semoule,0.1666666666666666,cuillère à café
,48,beurre,4.166666666666667,g
,48,cubes de bouillon,0.3333333333333333,
,48,joue,100.0,g
,48,paleron,100.0,g
,48,concentré de tomates,0.5,cuillères à café
,48,vin blanc,6.666666666666667,cl
,49,saucisse de Morteau,0.25,
,49,romarin,,
,49,poivre,,
,49,huile d'olive,0.5,cuillères
,49,pomme de terre,0.25,kg
,49,crème liquide,0.25,pot
,50,oignon,0.1666666666666666,
,50,crème fraîche épaisse,0.1666666666666666,pot
,50,farine,0.1666666666666666,cuillère à soupe
,50,persil,,
,50,cuisses de poulet,0.5,
,50,ail,0.1666666666666666,gousse
,50,champignon,0.1666666666666666,boîte
,50,fond,0.3333333333333333,cuillères à soupe
,51,moutarde,1.3333333333333333,cuillères à soupe
,51,sel,,
,51,cuisse de dinde,0.3333333333333333,
,51,herbes de Provence,,
,51,ail,0.6666666666666666,gousses
,51,miel,0.6666666666666666,cuillères à soupe
,51,huile d'olive,0.3333333333333333,cuillère à soupe
,51,poivre,,
,51,sauce soja,0.6666666666666666,cuillères à soupe
,52,beurre,12.5,g
,52,farine,12.5,g
,52,bouillon,0.125,l
,52,crème fraîche,2.5,cl
,52,poivre,,
,52,sel,,
,52,riz,,
,52,blancs de poulet,0.5,
,52,champignon,25.0,g
,52,bouchées feuilletées,1.0,
,52,jus de citron,0.125,
,54,oignons,1.0,
,54,carottes,1.0,
,54,vin rouge,0.25,bouteille
,54,beurre,25.0,g
,54,sel,,
,54,poivre,,
,54,bourguignon,150.0,g
,54,bouquet garni,0.25,
,53,poivre,,
,53,sel,,
,53,moutarde,,
,53,thym,,
,53,oignon,,
,53,huile,,
,53,côte de porc,1.0,
,55,carottes,0.6666666666666666,
,55,oignon,0.1666666666666666,
,55,moutarde,0.1666666666666666,cuillère à soupe
,55,vinaigre,0.5,cuillères à soupe
,55,huile,0.1666666666666666,cuillère à soupe
,55,poivre,,
,55,sel,,
,55,tête de veau,0.1666666666666666,
,55,navets,0.6666666666666666,
,55,bouquet garni,0.1666666666666666,
,55,oeuf,0.1666666666666666,
,55,cerfeuil,0.3333333333333333,cuillères à café
,55,radis,1.0,
,56,huile d'olive,,
,56,tomates,1.5,
,56,vinaigre balsamique,,
,56,beurre,,
,56,farine,,
,56,poivre,,
,56,sel,,
,56,escalopes de veau,1.0,
,56,chapelure,,
,56,parmesan râpé,,
,56,oeuf,0.5,
,56,citron,0.5,
,56,roquette,,
,56,basilic,,
,57,vin rouge,0.125,bouteille
,57,lardons,31.25,g
,57,oignon,0.125,
,57,carottes,0.25,
,57,poivre,0.125,cuillère à soupe
,57,fond de veau,6.25,cl
,57,cognac,0.625,cl
,57,huile,0.375,cuillères à soupe
,57,farine,0.125,cuillère à soupe
,57,poivre,,
,57,sel,,
,57,coq,0.125,
,57,champignons de Paris,31.25,g
,57,ail,0.25,gousses
,57,bouquet garni,0.125,
,58,oignons,0.4,
,58,thym,0.8,branches
,58,feuilles de laurier,0.8,
,58,huile,0.4,cuillères à soupe
,58,beurre,0.2,cuillère à soupe
,58,poulet,0.2,
,58,ail,0.6,gousses
,58,bouillon de volaille,5.0,cl
,58,eau,0.2,verre
,59,oignon,0.1666666666666666,
,59,crème fraîche,3.333333333333333,cl
,59,beurre,3.333333333333333,g
,59,huile d'olive,,
,59,sel,,
,59,poivre,,
,59,persil,,
,59,paupiettes,1.0,
,59,champignons de Paris,50.0,g
,60,poivre,,
,60,sel,,
,60,miel,0.5,cuillères à soupe
,60,vinaigre balsamique,0.5,cuillères à soupe
,60,huile,0.5,cuillères à soupe
,60,blancs de poulet,1.0,
,60,jus de citron,0.5,cuillères à soupe
,60,sauce soja,0.25,cuillère
,60,ail,0.5,gousses
,61,carotte,133.33333333333334,g
,61,poireaux,0.6666666666666666,
,61,oignon,0.1666666666666666,
,61,poivre,,
,61,sel,,
,61,thym,0.1666666666666666,cuillère à soupe
,61,poule,0.1666666666666666,
,61,navet,50.0,g
,62,lardons,25.0,g
,62,beurre,6.25,g
,62,vin rouge,9.375,cl
,62,oignons,0.25,
,62,farine,0.5,cuillères à soupe
,62,poivre,,
,62,sel,,
,62,carottes,0.5,
,62,sanglier,100.0,g
,62,ail,0.375,
,62,bouquet garni,0.125,
,62,champignons de Paris,31.25,g
,63,beurre,10.0,g
,63,oignon,0.5,
,63,huile,0.5,cuillère à café
,63,sel,0.5,pincée
,63,steak,250.0,g
,64,oignons,0.3333333333333333,
,64,persil,,
,64,poivre,,
,64,sel,,
,64,cumin,,
,64,huile d'olive,,
,64,viande hachée,0.1666666666666666,kg
,64,tomates pelées,0.3333333333333333,
,64,paprika,,
,64,oeuf,,
,65,tomate,1.0,
,65,oignon jaune,1.0,
,65,emmental,10.0,g
,65,viande hachée,100.0,g
,65,cornichons,1.0,
,65,salade,2.0,feuilles
,65,mayonnaise,1.0,cuillère à soupe
,65,ketchup,1.0,cuillère à soupe
,65,pain pour hamburger,1.0,
,66,beurre,12.5,g
,66,carottes,0.3333333333333333,
,66,farine,0.1666666666666666,cuillère à soupe
,66,poivre,,
,66,sel,,
,66,veau,0.1999999999999999,kg
,66,échalotes,0.6666666666666666,
,66,concentré de tomates,8.333333333333334,g
,66,vin blanc sec,5.0,cl
,66,eau,5.0,cl
,66,ail,0.3333333333333333,gousses
,66,champignon,20.83333333333333,g
,66,bouquet garni,0.1666666666666666,
,68,farine,5.0,g
,68,fond de veau,0.5,cuillères à café
,68,veau,200.0,g
,68,vin blanc,5.0,cl
,68,matière grasse,5.0,g
,68,champignons de Paris,0.25,petite boîte
,67,lardons,16.666666666666668,g
,67,oignons,0.3333333333333333,
,67,vin rouge,4.166666666666667,cl
,67,farine,0.1666666666666666,cuillère à soupe
,67,beurre,8.333333333333334,g
,67,boeuf,133.33333333333334,g
,67,ail,0.1666666666666666,gousse
,67,champignons de Paris,41.66666666666666,g
,67,bouquet garni,0.1666666666666666,
,67,sel et poivre,,
,69,moutarde,0.25,bonne cuillère à soupe
,69,andouillette,1.0,
,69,crème,5.0,cl
,69,échalote,0.25,
,70,carottes,2.0,
,70,oignons,3.0,
,70,bouillon,0.125,l
,70,gros sel,0.75,cuillères à café
,70,farine,0.25,cuillère à soupe
,70,huile d'olive,0.75,cuillères à soupe
,70,persil,0.25,bouquet
,70,épaule d'agneau,0.25,kg
,70,navets,2.0,
,70,pommes de terre,2.5,
,70,ail,2.0,gousses
,70,double concentré de tomates,18.75,g
,70,bouquet garni,0.25,
,70,épices à couscous,,
,71,lardons,37.5,g
,71,poivron rouge,0.25,
,71,oignons,0.5,
,71,cumin,0.25,cuillère à café
,71,piment,0.25,cuillère à café
,71,sel,,
,71,poivre,,
,71,blanc de poulet,125.0,g
,71,riz blanc,50.0,g
,71,eau,75.0,ml
,71,chorizo,0.25,
,71,paprika,0.25,cuillère à café
,71,bouillon de volaille,0.25,cube
,72,huile d'olive,,
,72,gros sel,,
,72,poivre,,
,72,côte de boeuf,0.2,
,72,herbes de Provence,,
,73,sel,,
,73,poivre,,
,73,huile,,
,73,blancs d'oeuf,1.0,
,73,escalopes de poulet,1.0,
,73,chapelure,,
,74,oignon,0.25,
,74,sel,0.25,pincée
,74,poivre,0.25,pincée
,74,huile d'olive,0.5,cuillères à soupe
,74,aiguillette de poulet,125.0,g
,74,crème,5.0,cl
,74,citron,0.25,
,75,farine,0.5,cuillères à soupe
,75,moutarde,0.25,cuillère à soupe
,75,bouillon de boeuf,2.5,cl
,75,persil,0.25,cuillère à soupe
,75,poivre,,
,75,sel,,
,75,beurre,15.0,g
,75,rognons,0.25,
,75,champignon,37.5,g
,75,madère,1.25,cuillères à soupe
,76,oignon,0.125,
,76,carotte,0.125,
,76,feuilles de laurier,0.25,
,76,thym,0.125,bouquet
,76,poivre,,
,76,orange,0.125,
,76,huile d'olive,0.25,cuillères
,76,vin rouge,0.125,bouteille
,76,boeuf,0.25,kg
,76,ail,0.25,gousses
,76,olives noires,37.5,g
,76,coulis de tomate,0.25,cuillères
,77,crème fraîche épaisse,50.0,ml
,77,beurre,,
,77,poivre,,
,77,sel,,
,77,persil,,
,77,escalopes de veau,1.0,
,77,champignons de Paris,0.25,boîte
,78,oignons,0.75,
,78,lardons,50.0,g
,78,carottes,1.25,
,78,bouillon de boeuf,0.5,l
,78,crème fraîche,0.5,cuillères à soupe
,78,thym,,
,78,poivre,,
,78,sel,,
,78,huile,,
,78,filet mignon,0.25,
,78,pommes de terre,1.5,
,78,laurier,,
,79,cuisses de canard,1.0,
,79,canard,0.125,bol
,80,farine,,
,80,huile d'olive,0.5,cuillères à soupe
,80,oignons,0.5,
,80,tomate,83.33333333333333,g
,80,Liqueur,0.1666666666666666,verre
,80,poivre,,
,80,sel,,
,80,dinde,0.1666666666666666,kg
,80,vin blanc,2.0,cl
,80,bouillon de volaille,2.0,cl
,80,concentré de tomates,0.1666666666666666,boîte
,80,ail,0.1666666666666666,gousse
,80,herbes de Provence,,
,81,muscade,,
,81,carottes,0.2,
,81,romarin,,
,81,thym,,
,81,farine,3.0,g
,81,beurre,3.0,g
,81,clous de girofle,0.4,
,81,persil,0.4,brins
,81,oignons jaunes,0.2,
,81,poivre,,
,81,sel,,
,81,bouillon de boeuf,0.12,l
,81,huile d'olive,,
,81,vinaigre de vin,1.0,cl
,81,vin rouge,0.2,
,81,eau,1.0,cl
,81,échalotes,0.3,
,81,ail,0.2,gousses
,81,céleri,0.1,branche
,81,bouquet garni,0.1,
,81,crème,1.0,cl
,81,vin blanc,0.1,
,81,chevreuil,0.1,
,82,vinaigre de cidre,0.5,cuillères à café
,82,moutarde,0.25,cuillère à soupe
,82,huile,0.25,cuillère à soupe
,82,sucre,0.25,cuillère à soupe
,82,poivre,,
,82,sel,,
,82,piment de Cayenne,0.25,pincée
,82,travers de porc,0.25,kg
,82,coulis de tomate,2.5,cl
,82,ketchup,0.5,cuillères
,84,gingembre,0.1666666666666666,cuillère à café
,84,chili,0.1666666666666666,cuillère à café
,84,curcuma,0.0416666666666666,cuillère à café
,84,sel,0.1666666666666666,cuillère à café
,84,yaourt,25.0,ml
,84,coriandre,0.1666666666666666,cuillère
,84,huile,0.1666666666666666,cuillère
,84,blanc de poulet,83.33333333333333,g
,84,ail,0.1666666666666666,gousse
,84,jus de citron,0.6666666666666666,cuillères
,84,citron vert,,quartier
,84,salade,,
,83,yaourt,0.5,
,83,blancs de poulet,1.0,
,83,ail,,
,83,épices tandoori,1.5,cuillères à café
,83,paprika,,
,83,citron,0.5,
,83,miel,0.5,cuillère à café
,83,crème fraîche,1.0,cuillères à café
,83,beurre,5.0,g
,83,tomates pelées,0.5,boîte
,83,épices tandoori,0.5,cuillère à café
,85,sel,,
,85,poivre,,
,85,côtelettes d'agneau,2.0,
,85,citrons,0.5,
,85,échalotes,0.5,
,85,ail,0.25,gousse
,85,herbes de Provence,,
,86,oignons,0.3333333333333333,
,86,moutarde,0.1666666666666666,cuillère à soupe
,86,miel,0.3333333333333333,cuillères à soupe
,86,bouillon,0.1666666666666666,cube
,86,poivre,,
,86,rôti de porc,0.1999999999999999,kg
,86,ail,0.1666666666666666,gousse
,87,oignon,,
,87,tomate,,
,87,moutarde,,
,87,pain pour hamburger,,
,87,viande hachée,,
,87,cheddar,,
,87,salade,,
,87,ketchup,,
,88,miel,0.5,cuillères à soupe
,88,ketchup,5.0,cl
,88,paprika,0.1666666666666666,cuillère à café
,88,moutarde,0.1666666666666666,cuillère à soupe
,88,vinaigre de vin,0.8333333333333334,cl
,88,sauce worcestershire,1.6666666666666667,cl
,88,échine de porc,0.1666666666666666,
,88,oignons rouges,0.3333333333333333,
,88,huile de tournesol,,
,88,sel,,
,88,poivre,,
,89,moutarde,,
,89,pains,1.0,
,89,relish,,
,89,knackis,1.0,
,89,ketchup,,
,90,fond de veau,0.75,cuillères à soupe
,90,huile d'olive,0.25,cuillère à soupe
,90,filets mignons,0.5,
,90,oignons blancs,0.5,
,90,champignons de Paris,1.25,
,90,crème,20.0,cl
,91,miel,1.0,cuillères à soupe
,91,huile,0.5,cuillères à soupe
,91,curry,0.5,cuillères à soupe
,91,côtes de porc,1.0,
,91,citron,0.125,
,92,moutarde à l'ancienne,0.25,cuillère à soupe
,92,crème fraîche,10.0,cl
,92,bouillon,0.25,cube
,92,beurre,2.5,g
,92,filet mignon,0.25,
,92,champignon,125.0,g
,92,vin blanc sec,6.25,cl
,93,oignon,0.25,
,93,cube de bouillon,0.25,
,93,carotte,0.25,
,93,vin rouge,6.25,cl
,93,poivre,,
,93,sel,,
,93,jarret de boeuf,125.0,g
,93,eau,2.5,cl
,93,matière grasse,,
,94,poivre,,
,94,persil,0.125,botte
,94,sel,,
,94,huile,,
,94,beurre,,
,94,chapon,0.125,
,94,échalote,0.125,
,94,ail,0.125,gousse
,94,pain,0.125,grosse poignée
,94,lait,1.875,cl
,94,épinards frais,25.0,g
,94,Foie gras,6.25,g
,94,oeuf,0.125,
,94,foie,,
,95,crème fraîche,4.166666666666667,cl
,95,rôti de porc,0.1666666666666666,kg
,95,gouda,1.6666666666666667,tranches
,95,bacon,1.6666666666666667,tranches
,96,saucisses de Montbéliard,0.5,
,96,oignon,0.25,
,96,lardons,37.5,g
,96,gros sel,,
,96,chou,0.25,
,96,matière grasse,0.25,cuillère à soupe
,97,oignon,50.0,g
,97,lardons,12.5,g
,97,beurre,12.5,g
,97,farine,7.5,g
,97,poivre,,
,97,sel,,
,97,poulet,150.0,g
,97,champignons de Paris,100.0,g
,97,bouillon de volaille,0.25,tablette
,97,ciboulette,0.25,cuillère à soupe
,97,jaune d'oeuf,0.25,
,97,citron,,
,97,crème épaisse,0.5,cuillères à soupe
,98,miel,1.0,cuillères à soupe
,98,beurre,12.5,g
,98,moutarde de Dijon,0.5,cuillères à soupe
,98,sel,,
,98,poivre,,
,98,cailles,2.0,
,99,oignons,0.5,
,99,huile d'olive,3.75,cl
,99,persil,0.25,bouquet
,99,safran,0.25,dose
,99,poivre,,
,99,sel,,
,99,poulet,0.25,
,99,olives vertes,125.0,g
,99,ail,0.75,gousses
,99,épices à couscous,0.125,cuillère à café
,99,paprika,0.125,cuillère à café
,100,oignon,0.25,
,100,poivre,,
,100,sel,,
,100,huile,,
,100,beurre,,
,100,joue de porc,2.0,
,100,lard,100.0,g
,100,pomme de terre,0.25,kg
,100,cidre,12.5,cl
,100,herbes de Provence,,
,101,tomate,1.6666666666666667,tranches
,101,beurre,8.333333333333334,g
,101,poivre,,
,101,sel,,
,101,rôti de veau,0.1666666666666666,
,101,bacon,1.6666666666666667,tranches
,101,cheddar,1.6666666666666667,tranches
,102,carottes,0.5,
,102,fond de veau,0.25,cuillère à café
,102,farine,0.25,cuillère à soupe
,102,piment d'Espelette,0.25,pincée
,102,sel,0.25,pincée
,102,poivre blanc,0.25,pincée
,102,huile d'olive,0.25,filet
,102,huile de tournesol,0.25,filet
,102,beurre,0.25,noix
,102,cuisses de poulet,0.75,
,102,oignon rouge,0.25,
,102,ail,1.0,gousses
,102,vin blanc,6.25,cl
,102,champignons de Paris,57.5,g
,102,olives vertes,40.0,g
,102,eau,12.5,cl
,103,porto,5.0,cl
